genome,GC,species,GRiD,Species_heterogeneity,Coverage,ids,id,group
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1,0,2.137,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1,0,0.483,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1.22,0.180327869,2.685,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1.32,0.128787879,2.594,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1,0,1.669,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1.2,0.166666667,1.793,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1.46,0.294520548,0.338,LD210120-0002_S20210207-0017_FM130.GRiD,FM130,FluA
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1,0,0.483,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1,0,0.374,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,2.66,0.556390977,1.516,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1.41,0.290780142,0.324,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1,0,0.376,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1.66,0.28313253,0.709,LD210120-0011_S20210207-0026_FM380.GRiD,FM380,FluAB
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1.33,0.248120301,1.283,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1,0,0.563,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1,0,0.207,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1.25,0.2,2.531,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,2.51,0.509960159,0.911,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1,0,0.234,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1.18,0.13559322,2.048,LD210120-0024_S20210207-0039_FHC644.GRiD,FHC644,Health
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1,0,0.311,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1,0,0.364,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1.27,0.173228346,3.701,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_018127985.1_ASM1812798v1_genomic,GCF_018127985,Prevotella multiformis,1.27,0.188976378,0.594,LD210120-0031_S20210207-0046_FHC724.GRiD,FHC724,Health
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.35,0.081481481,85.118,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.2,0.083333333,126.145,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1,0,0.925,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1,0,4.803,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.28,0.1484375,1.113,LD210118-0062_S20210207-0011_FM62.GRiD,FM62,FluB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1,0,0.558,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1,0,6.958,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1,0,1.065,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1,0,0.219,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.33,0.218045113,0.943,LD210120-0002_S20210207-0017_FM130.GRiD,FM130,FluA
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.19,0.159663866,0.521,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.24,0.088709677,27.225,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1,0,0.434,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.39,0.100719424,24.152,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1,0,0.211,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.31,0.198473282,2.294,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.22,0.12295082,3.614,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.28,0.1640625,4.415,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.15,0.07826087,8.994,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1,0,0.448,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.29,0.093023256,10.924,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.14,0.087719298,17.917,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.29,0.224806202,4.057,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.35,0.244444444,0.621,LD210120-0019_S20210207-0034_FM594.GRiD,FM594,FluB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.41,0.290780142,0.558,LD210120-0020_S20210207-0035_FM608.GRiD,FM608,FluB
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1,0,0.332,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1,0,0.345,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.39,0.28057554,0.308,LD210120-0024_S20210207-0039_FHC644.GRiD,FHC644,Health
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1,0,0.535,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1,0,0.552,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.35,0.155555556,9.79,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.27,0.157480315,0.871,LD210120-0029_S20210207-0044_FHC705.GRiD,FHC705,Health
GCF_018128125.1_ASM1812812v1_genomic,GCF_018128125,Prevotella histicola,1.39,0.179856115,1.313,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1,0,2.962,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.1,0.090909091,6.108,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1,0,0.565,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.2,0.166666667,2.134,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,3.51,0.689458689,0.791,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1,0,1.38,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1,0,0.702,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1,0,0.46,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.52,0.289473684,0.305,LD210120-0002_S20210207-0017_FM130.GRiD,FM130,FluA
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.32,0.242424242,0.633,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.44,0.298611111,0.98,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1,0,0.395,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.21,0.173553719,2.954,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.64,0.31097561,0.459,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1,0,0.273,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.17,0.145299145,0.616,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.26,0.206349206,0.423,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1,0,0.679,LD210120-0011_S20210207-0026_FM380.GRiD,FM380,FluAB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.39,0.28057554,1.484,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1,0,0.597,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1,0,0.347,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1,0,0.495,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.41,0.290780142,1.348,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.39,0.244604317,2.122,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.18,0.152542373,0.396,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1,0,0.228,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.24,0.193548387,0.647,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.71,0.415204678,0.426,LD210120-0024_S20210207-0039_FHC644.GRiD,FHC644,Health
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1,0,0.519,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.13,0.115044248,2.285,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.44,0.243055556,4.601,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1,0,0.27,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_018128205.1_ASM1812820v1_genomic,GCF_018128205,Prevotella denticola,1.6,0.375,0.314,LD210120-0031_S20210207-0046_FHC724.GRiD,FHC724,Health
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1,0,4.416,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.25,0.136,23.827,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.36,0.073529412,5.831,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.82,0.082417582,66.258,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.27,0.212598425,0.511,LD210118-0062_S20210207-0011_FM62.GRiD,FM62,FluB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.18,0.101694915,4.951,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.4,0.071428571,13.14,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,2.01,0.233830846,0.47,LD210118-0065_S20210207-0014_FM72.GRiD,FM72,FluA
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.56,0.102564103,11.174,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.85,0.12972973,3.62,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1,0,0.274,LD210120-0003_S20210207-0018_FM174.GRiD,FM174,FluA
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.42,0.176056338,1.807,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.86,0.086021505,39.811,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.42,0.204225352,2.266,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.67,0.143712575,1.972,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.31,0.145038168,1.563,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.26,0.063492063,2.88,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.22,0.180327869,1.359,LD210120-0011_S20210207-0026_FM380.GRiD,FM380,FluAB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.32,0.083333333,4.698,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.17,0.05982906,34.574,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.42,0.126760563,4.866,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.21,0.082644628,1.83,LD210120-0015_S20210207-0030_FM403.GRiD,FM403,FluAB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.52,0.171052632,2.362,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.37,0.094890511,6.515,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.68,0.119047619,13.556,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.35,0.237037037,0.492,LD210120-0020_S20210207-0035_FM608.GRiD,FM608,FluB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.42,0.26056338,0.563,LD210120-0021_S20210207-0036_FM610.GRiD,FM610,FluB
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.41,0.14893617,1.05,LD210120-0022_S20210207-0037_FHC633.GRiD,FHC633,Health
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.32,0.098484848,1.574,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.44,0.263888889,0.444,LD210120-0024_S20210207-0039_FHC644.GRiD,FHC644,Health
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.28,0.109375,4.246,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.23,0.12195122,1.107,LD210120-0026_S20210207-0041_FHC659.GRiD,FHC659,Health
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.56,0.064102564,23.695,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1,0,9.968,LD210120-0028_S20210207-0043_FHC680.GRiD,FHC680,Health
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1,0,0.369,LD210120-0029_S20210207-0044_FHC705.GRiD,FHC705,Health
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.24,0.120967742,1.263,LD210120-0030_S20210207-0045_FHC712.GRiD,FHC712,Health
GCF_019375915.1_ASM1937591v1_genomic,GCF_019375915,Prevotella nanceiensis,1.21,0.173553719,0.494,LD210120-0031_S20210207-0046_FHC724.GRiD,FHC724,Health
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1,0,0.401,LD210118-0058_S20210207-0007_FM6.GRiD,FM6,FluB
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1.36,0.183823529,0.758,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1.83,0.267759563,0.346,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1.48,0.128378378,0.871,LD210118-0065_S20210207-0014_FM72.GRiD,FM72,FluA
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1.27,0.188976378,0.658,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1.55,0.238709677,0.247,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1,0,0.217,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1.41,0.177304965,0.595,LD210120-0006_S20210207-0021_FM321.GRiD,FM321,FluA
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1.46,0.123287671,0.771,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1.56,0.198717949,0.489,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1.58,0.202531646,0.638,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,2.06,0.252427184,0.419,LD210120-0017_S20210207-0032_FM506.GRiD,FM506,FluAB
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1.63,0.233128834,0.357,LD210120-0018_S20210207-0033_FM589.GRiD,FM589,FluB
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1.88,0.234042553,0.289,LD210120-0023_S20210207-0038_FHC636.GRiD,FHC636,Health
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1.31,0.236641221,0.355,LD210120-0025_S20210207-0040_FHC649.GRiD,FHC649,Health
GCF_900096715.1_TFUB22_genomic,GCF_900096715,Tannerella forsythia,1.52,0.243421053,0.462,LD210120-0027_S20210207-0042_FHC671.GRiD,FHC671,Health
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1.34,0.253731343,0.992,LD210118-0059_S20210207-0008_FM14.GRiD,FM14,FluAB
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1.14,0.122807018,2.587,LD210118-0060_S20210207-0009_FM44.GRiD,FM44,FluB
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1.62,0.382716049,4.603,LD210118-0061_S20210207-0010_FM55.GRiD,FM55,FluB
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1.37,0.204379562,0.571,LD210118-0062_S20210207-0011_FM62.GRiD,FM62,FluB
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1.28,0.1171875,8.768,LD210118-0063_S20210207-0012_FM63.GRiD,FM63,FluA
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1.16,0.137931034,4.985,LD210118-0064_S20210207-0013_FM65.GRiD,FM65,FluA
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1.23,0.18699187,2.312,LD210118-0066_S20210207-0015_FM73.GRiD,FM73,FluB
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1.24,0.193548387,1.019,LD210120-0001_S20210207-0016_FM106.GRiD,FM106,FluAB
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1.29,0.224806202,0.276,LD210120-0004_S20210207-0019_FM195.GRiD,FM195,FluA
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1.57,0.197452229,1.239,LD210120-0005_S20210207-0020_FM245.GRiD,FM245,FluAB
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1.46,0.315068493,0.457,LD210120-0007_S20210207-0022_FM332.GRiD,FM332,FluB
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1,0,0.239,LD210120-0008_S20210207-0023_FM359.GRiD,FM359,FluAB
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1.49,0.288590604,0.482,LD210120-0009_S20210207-0024_FM373.GRiD,FM373,FluA
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1,0,0.261,LD210120-0010_S20210207-0025_FM376.GRiD,FM376,FluAB
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1,0,0.229,LD210120-0011_S20210207-0026_FM380.GRiD,FM380,FluAB
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1.12,0.107142857,2.359,LD210120-0012_S20210207-0027_FM382.GRiD,FM382,FluAB
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1.1,0.090909091,6.965,LD210120-0013_S20210207-0028_FM383.GRiD,FM383,FluA
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1,0,0.515,LD210120-0014_S20210207-0029_FM386.GRiD,FM386,FluAB
GCF_900187105.1_50618_F01_genomic,GCF_900187105,Eikenella corrodens,1,0,0.387,LD210120-0016_S20210207-0031_FM405.GRiD,FM405,FluA
